2980 9942
2801 448 185750525
383 2428 313499367
2732 2509 336612841
2627 2103 266373730
433 777 986984583
1057 68 962993123
2344 1203 588036196
2005 1351 346037576
2090 2106 236900825
557 1413 382947468
1457 583 183558669
1022 586 541241761
1184 1704 814544866
2038 796 698118700
1464 2005 427009613
118 1364 38666096
173 571 804139025
592 2915 504612777
1908 2484 656687484
865 1012 48484982
2211 2092 185682476
2873 2071 995907893
298 568 327792962
82 2639 34266355
2273 2597 446600785
189 1406 844668198
632 1060 777976254
1486 2414 985430750
1536 243 853987247
374 441 344295377
2635 288 761629801
1708 757 99128191
511 1 521226209
730 1248 313931438
587 1372 781767900
982 1128 766771993
1668 994 161474667
26 718 479181692
2383 2033 380076553
2234 2697 908199967
2525 1307 798922393
1503 407 186777512
1592 2255 271891121
1371 2096 826438189
276 2000 558283669
275 2884 981758536
626 1522 978662588
2523 2582 137214569
1667 2862 410209230
1432 2124 754137462
409 2086 166898436
279 766 651768625
2967 905 937974246
617 1278 193455281
1532 2308 732085355
1242 231 710765807
741 1000 218307925
2222 630 210107272
404 273 243046010
1444 1020 84670723
2328 2815 949969115
2041 1827 426857490
1952 1838 280122817
2624 597 152464545
812 1502 595195419
2570 2758 678914604
841 2039 716883595
1349 2675 768453398
1597 786 870823185
1716 716 686703231
1238 2956 652697322
2736 2203 872946714
835 1490 948556485
2892 2525 315064542
154 2972 69648875
312 2120 364737759
831 890 471749792
1081 158 982182999
1824 480 855784247
2085 1233 177562125
161 1821 976573945
2419 873 634913344
2046 1515 564588951
760 2859 366007476
2873 1968 217056408
1435 1114 575299122
2728 882 650776894
1507 1168 374957844
1867 325 794768117
1993 1933 831461899
1825 542 348418370
1593 112 535592922
1139 1219 288587148
1377 1326 904091807
2896 1163 250813827
2254 1589 260359984
956 309 851699318
71 1469 917715617
2320 2250 406434453
2129 18 942362586
155 1026 386981120
2331 1101 633298193
408 2466 989392137
587 1534 845582790
1606 2803 685567652
1823 1561 156064379
1882 2751 489907608
2705 758 570718520
1481 2324 995623305
2424 277 68959786
1345 595 922354522
119 723 65152991
18 2417 695904170
1955 471 447077764
1520 1329 74211283
520 2956 963803718
566 1872 977875423
1620 2969 135900605
1658 2671 33114226
69 874 421734313
2744 209 974946387
2884 212 986064833
1978 1348 903086306
1515 1979 103472356
2973 2468 575173332
1525 1874 53732470
2301 2932 41050058
2531 2926 747860994
2938 48 942183043
1401 2415 976943111
13 1704 498500195
1273 2433 227138940
473 828 491015318
960 1901 571815588
205 1930 584272773
579 402 75474777
1415 2404 746267158
548 1074 325418409
1763 884 192075098
1569 221 805101343
268 955 236959004
479 1698 394488440
2206 180 555689827
579 651 707891684
2503 957 221840414
1798 708 633999294
2921 410 512202890
1624 1842 617872885
1026 1871 358719227
2369 1475 490052022
1233 2881 487019359
450 1954 126150602
1546 892 939050259
2796 2940 104486634
1879 1283 254438827
2663 1986 327776719
2761 1237 688189072
684 861 338167306
2857 332 703434502
21 1605 177468586
2284 2429 64100817
1761 299 183851237
1601 1614 52824036
1956 39 754305444
1163 1932 633615947
62 1247 106726411
2969 450 925182306
1009 2798 988262884
1821 2482 531312042
1949 2626 257852065
362 516 236478287
2442 2547 561964545
2724 1728 379611401
830 296 16795681
2311 1627 825534320
1806 729 743515494
1172 1864 483805525
2413 646 6825080
1395 1871 757767395
214 1101 559019276
163 2389 130394652
2487 2267 384705209
2827 1972 737616985
2078 1956 996632285
1661 1569 913815326
589 812 475228310
884 2469 298100279
2865 560 101235600
1349 2838 327134203
2299 238 89777699
2718 2914 285047665
2155 2877 404523118
2332 1732 662293882
2860 208 700370795
183 110 632037136
590 1904 921740709
2200 1170 957681331
1319 2279 17165631
2675 1621 30388280
813 2651 914313876
381 95 806806071
298 2357 775219348
2492 1197 645508535
1915 1132 105539842
2934 494 32066799
1181 2151 674745179
634 1640 207202068
1885 2629 39850959
1419 407 277915674
129 463 465895571
1382 1686 630588792
946 2295 979524069
1542 2660 408832934
1677 2243 817687566
377 119 912174137
629 2717 2900939
330 1043 432370195
2385 1469 734024097
961 2583 721187186
2934 2428 444828839
1744 160 447581581
2889 2928 560413439
1153 2255 568718958
793 257 388004191
632 302 514676814
1105 847 651605350
2778 435 504408526
1617 1934 791656692
2508 1044 871432654
1423 465 443173863
447 118 457028872
691 1057 853653165
1827 523 434928781
1559 1651 108499455
1521 424 939635019
101 2475 911355537
2572 571 169559156
97 2667 701524131
1724 1136 927150680
447 2711 561044692
2585 574 454824762
325 62 49509353
1770 2841 609283826
481 2035 994925431
1226 344 51259772
492 1067 813050598
2710 954 743296835
344 2362 692396924
458 2831 599552049
204 1728 959987326
625 2241 46619088
2090 958 926754491
62 2925 790379424
819 1286 536267247
2244 2113 786081731
1989 2389 134329634
771 130 469904964
2412 2554 615971943
1303 2307 577919788
2565 342 272261341
919 1379 159663441
1240 28 713295508
776 54 424432805
2288 2901 645576223
1872 2721 828518978
2012 1207 276608867
509 1661 544222632
1280 1291 628995866
1368 2850 276886953
2618 2145 481816912
2956 1759 842140961
514 2114 568679781
1724 2918 663526146
720 1463 59748338
2015 988 589690136
592 2507 972158420
2022 2723 879349076
568 2288 476979424
496 1532 353043899
910 536 803809760
2704 1614 24765519
429 1230 22487606
2218 1980 234089078
1913 2696 254175949
764 1475 579717633
474 739 81846650
1662 1875 918025247
1218 1849 447367071
1256 703 638613261
2388 2641 160776228
1373 1169 970063449
2685 2898 158442952
1471 2431 148318209
325 2572 234391074
560 503 685839944
2140 2097 621893464
1535 2115 427894905
1412 2225 461766409
1707 2313 133245819
2476 747 457460404
1871 718 140369538
1824 1861 463913408
1976 2713 66377241
1334 2674 355714531
1620 2384 733701734
1302 415 278064813
2492 1745 980100981
30 2034 199464272
2605 492 734304281
124 1347 6213080
1584 2520 42738216
323 1258 560659987
2473 1646 799651343
1550 749 224384624
228 2643 12525003
882 205 842093268
2709 103 580113221
2429 1665 962231825
1719 1790 60515564
2551 1983 194447876
326 2061 230320634
646 118 689284165
2504 377 625475786
2845 1166 693576590
2751 1151 537474191
1088 1891 802068315
1659 1448 894383873
13 2351 346677602
2441 2172 723613163
2275 307 3267248
2321 96 803499891
2926 282 500257182
1853 2946 697266317
2302 167 321207595
2880 1047 231971780
302 1452 115594327
1409 2422 206785431
1663 806 94548799
1068 2670 272697924
10 1878 312862368
196 706 381067910
844 2665 190400507
556 1353 908768977
1354 2352 895152558
129 830 209330231
2503 1612 960597980
2252 1996 453326565
440 2455 626153779
2266 1804 394132876
2899 347 224101436
978 2022 830797941
2802 648 993325438
2306 876 668927536
815 1520 952445831
410 2496 66970766
390 1679 161486641
1197 207 464249584
621 455 35677513
1730 160 788709529
1032 2788 43978409
1467 2659 114010466
924 1918 790853405
2162 1230 874591995
792 2688 407975553
1708 715 896329397
996 2910 324362167
2158 267 902330348
423 1745 649213126
562 992 848083646
1893 649 240385320
156 1411 419204852
2378 1360 235734825
2946 2409 761662380
1406 1242 257180128
1727 437 194141995
230 2030 976530291
1551 1552 379594408
1761 2645 183608711
1135 43 889221047
2626 1762 106528379
423 1264 281042345
2484 2009 798113369
1471 356 747016249
2122 2746 638935467
569 2131 337160329
2038 2764 657205109
1148 42 381768975
2282 826 348284895
1502 116 191796102
872 2613 292562201
2080 874 303034928
862 1910 312133316
687 2646 556506047
1112 833 888272252
160 1047 506312048
2401 1089 332818890
717 2068 465596755
812 1356 394679407
1939 540 495095557
2779 2707 636001510
2783 48 548345670
279 1080 665991933
1928 2467 428098388
615 2586 246562309
2341 2736 309582513
1390 1308 340255079
270 1648 966964467
2310 1931 967380601
2115 522 571888058
578 1296 899653773
2737 1403 480651080
330 2680 861633966
2861 2255 697405048
521 913 847876083
2583 1505 448733304
1439 1669 146118238
2010 316 355929903
2808 2700 689007579
2490 2680 641038382
1167 2269 195524069
2110 2521 252790118
222 17 58518345
2070 2733 800838389
2370 1910 466589999
2740 829 638293493
766 194 176500886
162 2892 170207717
472 806 494037406
1123 2629 152704408
2924 2941 61306404
2373 1366 359755489
1159 2625 173311845
2396 2317 839352310
914 2759 706598730
1499 1707 652170034
1288 479 97825226
2231 2703 866380291
876 1335 536589986
2784 556 917293745
1587 1182 110003791
1265 2056 331736102
2726 335 553212550
1556 833 210123753
1485 929 985332497
1277 1483 40530215
2860 1392 160324450
2754 2704 513418679
255 1927 605113669
1667 809 716601215
2807 2755 922862189
366 849 900013215
2110 1113 811041891
1515 1742 30598355
2654 947 978319221
2252 2313 777003985
904 1689 237918228
1447 2901 444731371
2729 1770 898987268
138 2683 292374072
437 208 280571386
901 2751 104006662
2216 200 890454098
1328 1741 796165485
682 118 286034335
1089 2588 14256230
381 2718 599572587
481 2023 45643991
2503 1332 878851948
6 1228 19759223
2740 2743 191755553
137 2541 932579249
967 631 233589350
2895 2865 196041797
443 115 977241263
2097 55 419482771
1691 2506 956906170
1761 2284 546195382
281 1770 165368612
1802 1060 338103041
449 1211 27362854
1658 2108 824129936
1688 2655 214570363
1801 365 280772634
347 1735 238365316
2615 554 164376897
2075 2723 337877926
1424 2491 557897185
180 1132 65137262
2029 198 106315547
2739 2195 343504168
181 417 719647118
1474 1690 221453564
1032 886 755822827
2203 393 166457161
2872 1154 779669742
1701 969 260418563
1381 269 526617255
51 810 549704444
1860 2146 506829256
1806 2931 366218371
2227 1230 149269256
1504 2256 646896841
1523 2288 271184940
906 2524 404768821
1091 759 820755482
49 2336 803428335
1707 1387 438820268
161 2572 65913777
2336 1145 537348745
2754 2163 866395470
2147 803 369930205
2569 1267 621008178
814 670 427845928
2608 149 21991788
2960 228 839627805
1744 1413 662242869
642 1549 553320506
174 657 209496230
1480 1180 746697803
2525 2747 329820525
996 1774 710250039
2795 1658 183791714
130 2142 870796035
2564 2802 367340812
1584 1520 873224578
1362 2812 687388221
1999 1807 192579035
367 1413 208661793
936 125 777262991
34 2285 312184594
529 2866 988972447
1863 2363 105509338
1481 1154 945842509
798 2245 907659918
922 126 462612772
513 925 50343982
1789 1608 449515697
324 485 442818736
2939 1104 510558868
973 2540 832016478
2801 709 341134978
2581 2691 638145270
2407 2890 736672170
243 2693 959280004
1871 1861 765845928
906 1987 109512917
2035 850 117089382
2944 204 822596636
1275 448 439481917
1005 1394 869748715
2949 2802 227629520
870 2102 416857494
2171 1160 238444503
1493 1179 205289104
360 1610 368480948
2892 1162 394146132
1610 1607 906505014
1707 1904 972287055
199 1430 426713112
2605 878 211577749
2700 1574 56103362
2067 1372 952436993
2687 107 147074615
1311 868 677342744
552 1559 767323155
1789 2256 864778992
554 422 543698305
1747 1647 826811823
2832 1397 979202283
1811 1133 506606916
2520 1301 261183106
1317 1289 562195061
527 994 844152676
939 2634 951847954
1705 53 83607106
2873 634 851393816
770 1626 469615081
1028 2293 557310149
774 2743 633687224
519 767 574048353
2628 1559 330943161
2221 1346 103527910
2259 2711 819144150
909 1344 72820673
2366 2283 527981811
900 2241 304189311
1857 1249 756962592
1205 2027 513283505
2969 765 840037631
1679 1254 763881781
2312 1186 122708833
253 355 284751149
1681 191 727045881
1050 705 457232941
870 229 227237281
2782 2847 242327874
1433 428 49395047
2970 1731 350213538
2842 797 581966233
1213 551 344088732
1330 745 36243409
1128 2521 764815980
1418 397 35386299
508 1210 334912556
1828 2810 56087822
2058 2050 175810867
2857 183 10070671
1926 1685 113421814
836 1354 812746413
2034 1183 532842620
1415 1276 460038626
158 2112 59642192
1434 769 207795243
2542 846 463898267
379 620 172161549
1535 2308 513607969
11 1506 947866932
2719 1225 515890784
2923 655 192180696
675 89 863514762
873 1565 402394493
1472 1484 547642818
570 2230 108052730
1362 2518 515607812
251 936 983231687
1023 1029 882300576
1223 2393 868987021
794 2227 312166369
1693 2180 519133536
2534 300 912189818
1976 2213 790380242
2515 827 567503210
1848 947 786178150
1744 131 527540090
1608 549 432927883
245 1917 794874111
2708 737 563370431
2190 1555 163807067
2377 1494 257923194
2768 836 541611162
606 2443 626964652
315 1196 506364584
372 57 781708662
1317 1224 495127205
1193 639 59567047
802 2903 484012066
1794 760 768604038
574 354 752840172
1229 1801 47065935
2935 1895 151705951
2243 1104 788531835
0 93 659021795
549 1327 811725556
1626 1759 556074679
107 2840 688168135
2004 2746 175817638
1533 1943 928544082
1395 535 820875174
2744 1871 8234910
2290 1338 107318895
354 1799 199847567
2763 2401 957758529
774 2839 48954629
2061 1730 24637824
2059 745 222911654
1935 1341 484997321
2661 1904 388434305
842 2722 645558555
1143 2079 849149516
1269 2409 728743344
260 704 732909494
463 1320 230551226
941 2263 574161094
2696 1240 465635363
2186 1148 393878354
280 2304 820842637
163 1354 22589323
2201 1402 262466999
594 2949 857055312
221 1062 70520879
866 2925 942399114
1432 546 965250933
2508 2381 122318577
611 221 408865038
732 2582 6865951
1450 2936 466140829
350 2005 428408289
2747 568 245139260
936 1169 600526909
975 980 524403041
1662 1001 97436438
1233 2200 988768949
2901 2754 522228352
33 1242 39890043
2629 1369 384032629
617 2580 295480352
1997 2506 369004031
1324 1151 627550196
2549 1291 177051121
2493 1842 293430367
1746 1011 911224261
1662 650 242687013
1915 1563 133773971
2820 2907 183960339
2175 150 194144769
492 407 182677088
1958 1254 902805303
2139 671 129694043
2092 2912 682473681
1323 2231 721466363
929 1863 66676960
1289 2144 963371637
307 1256 758739012
818 708 74949989
637 987 403904697
2965 295 896878847
854 520 138057910
324 2532 797121407
2886 850 53606644
2055 1373 457781506
2476 876 882163410
2267 2849 67413545
1583 2066 52769326
1609 2872 440866429
1586 2151 81962487
400 2148 542054796
859 2604 586276763
2637 2423 57146459
437 1061 559833287
505 1196 274458195
530 386 204509332
819 2792 272523245
1471 805 974792041
299 2147 153919762
205 1494 716139584
2776 636 343375523
1273 139 431014250
1896 2602 105432776
414 418 740576670
2508 1500 250872439
1814 2923 454760950
2958 9 228244438
431 2245 48525569
2227 1861 896123345
974 1483 471693178
1487 1314 122480846
2321 679 599187510
2254 1373 337651994
2332 2823 232197512
170 216 714252592
2499 2848 453394963
2843 2243 465649468
1000 1127 500102728
474 1186 37164740
1796 647 521467321
1168 304 384220145
742 1997 955227288
1005 1548 922938801
2198 2915 539481226
1772 1253 38759619
1174 2973 967145601
2219 1883 246230281
445 2711 375671207
1986 873 687347429
2455 1088 614070131
592 2450 66168487
2608 43 551061946
426 1455 892572202
1760 1373 952795335
2792 1201 3071544
2292 1135 433741805
2102 1861 657556384
398 2918 245588326
313 557 502109286
1562 2661 456075063
76 2836 366166641
1990 1576 830902422
760 2346 840172752
2189 1988 647845685
1821 2328 339987991
2161 141 627112084
167 61 423010011
41 66 455363370
1270 1953 985149133
328 1937 665116873
323 1885 117583086
1086 1814 494333432
598 314 377560277
413 1958 463572432
2896 1822 280576593
848 2463 96168942
1098 2402 831308360
804 1838 942257176
2940 1889 409390668
1460 1878 823958703
2562 669 665672719
2497 2825 712506572
2014 555 754055771
1629 2428 236771852
2865 558 100383256
2636 1198 712547640
504 2817 781527308
1121 2469 401869673
2670 572 206747691
1840 19 2854901
795 681 901571058
2473 2040 166816694
457 808 895227474
1723 2266 77652269
66 2882 685096605
753 1074 554548117
1336 1180 84413315
324 2031 909480064
1025 1267 560087706
1144 1160 422217577
2978 2682 684841437
1653 2917 836959801
253 2924 339563463
265 439 566068837
401 965 843341269
1077 2677 506527625
1101 697 580373504
314 2750 54855753
377 2098 389692191
67 782 929241002
483 2774 272838490
2183 1066 410126846
1249 1580 485817388
1346 1343 360786862
719 536 579333663
1473 2191 539329666
1395 963 289037495
2748 720 733154921
259 1477 670864207
1509 884 74527807
766 225 849778013
2578 1005 122815202
1196 2753 69057366
1860 478 589148170
2617 2040 794634747
2057 2329 70735600
2023 1182 145566044
510 2361 571357378
958 2343 706901400
1567 1570 864849752
2299 322 734741473
2433 2018 476360853
204 2246 160790859
2740 18 526272021
1002 867 329747786
553 1594 468125626
629 2805 846136530
882 441 199797194
855 1054 792554622
1790 1717 923298858
2780 1642 97950
2757 1636 573433463
997 599 33633253
2489 2812 480813339
2521 1038 413101198
2421 1550 369573438
2672 1607 661036644
666 1768 20631901
1750 485 391542785
500 2938 381363518
31 470 477499177
1991 710 641001444
2514 1230 468198826
2628 1482 806036616
1468 2680 614025360
325 732 982705353
2402 570 694724812
449 1085 970371836
2135 1382 676728906
2004 1749 208051886
2299 1852 687898748
252 118 37749779
2193 237 851814940
729 927 225773096
2760 2593 781719456
671 5 550278903
2364 2231 929475968
1936 2486 158541389
236 1839 483752510
514 283 442767883
37 976 122845011
1495 237 564077345
179 1287 535219498
2453 2690 719785079
1074 1087 857940577
1079 386 794053721
1094 517 63364063
2639 2459 261781672
1686 2695 53412268
349 885 733879514
1351 1471 99332559
1647 2277 800944147
1461 1865 774146532
2859 1563 246541131
281 2936 311483087
432 1588 802654292
2359 1105 986637925
2325 1906 86867164
1829 2776 643134275
1151 2859 59074682
2594 416 210138905
135 777 117213677
2868 2715 813273343
590 1430 560946438
309 2824 190330224
2812 2508 520323403
2727 874 713835382
2292 374 385862138
345 2040 312920936
1367 2053 795314162
1499 174 626176158
1871 291 578743416
172 2940 594817396
432 875 732602216
652 605 279700397
1089 760 889462699
2860 1749 350612294
1735 2206 555827888
2294 1591 428273598
1967 688 697590138
226 1529 480053683
694 2827 73387719
2556 142 942812768
2536 1032 557982370
1000 586 850808292
313 1262 454314860
2332 750 827999128
1073 358 201262110
2624 166 619323336
2629 654 795345876
2769 2934 739667837
688 2464 583027444
344 1439 680102195
2518 999 400289053
1041 2164 57827344
426 761 143282953
2298 1298 761574832
2270 2029 687627188
2688 497 184473153
2137 1941 526798934
903 178 694073089
2347 2595 302999362
1359 709 772402167
534 1000 191706806
1371 40 836506663
976 360 979213927
1892 2795 803086282
1620 971 7710093
952 1793 843653764
948 1276 35471650
399 1010 168488982
2613 587 111583324
2049 406 791309172
1787 1533 246527094
2519 1201 510631393
1534 2141 435594817
166 1839 165458621
2634 2823 830421154
2841 935 659023858
2044 2485 736405938
1754 472 903080070
2265 2853 993385676
1033 2965 66620123
2896 727 346165061
725 2335 273216615
1452 2463 175236349
1858 1446 600392585
1524 2723 116752630
1543 187 704118852
1666 2130 381041760
436 945 710336154
478 2276 901221507
1923 964 164367325
1523 1998 78472573
1751 2742 113126245
2518 169 885263138
851 1454 529304615
2287 2923 744648310
920 974 548097281
2090 640 107683322
2459 1877 584717895
1747 727 986639338
2090 2006 755343089
555 2399 293139419
2324 685 310540117
1903 2683 854476113
1247 142 707489652
722 2585 467757464
1808 2653 218253044
2508 2914 36801816
2770 2505 105746423
2151 2463 906481812
1303 1400 557659314
203 711 191542960
1796 1942 956741043
1621 2702 498051444
761 954 571834027
875 2494 592592036
1368 421 677729494
1378 840 953628783
2095 1097 638718022
779 324 405146187
511 1012 695620364
1058 1190 322644554
2158 384 122426223
1583 2169 453230629
661 2635 298616601
1715 1628 111412863
1587 996 490456259
2617 2633 317607055
1653 2285 659022457
236 2551 902064974
2488 571 149500945
1287 1745 55709578
1520 1408 722437096
746 2293 264048137
356 2220 3432892
1075 2751 593017664
9 1582 841043505
1570 572 982564448
1320 1989 437264073
