500 124750
322 341 512614
403 385 15148
70 294 217578
254 394 245868
370 75 611535
158 194 201123
388 256 404611
31 274 572291
351 230 253944
258 309 182111
12 276 89163
110 228 105467
286 131 114918
457 141 166127
246 159 224005
83 18 399468
406 176 578714
261 462 643008
113 104 730137
25 24 212750
287 206 219536
30 167 283038
474 455 360214
348 27 176221
234 463 355254
61 369 522601
429 470 516149
240 106 418580
482 452 299947
107 148 546176
242 402 544433
177 469 319535
151 70 263713
397 413 402193
137 55 511557
154 360 621769
44 494 304211
162 407 642129
120 221 208606
301 419 449110
132 324 408751
249 262 549278
470 376 524091
143 460 282564
46 50 622662
436 334 120084
274 308 321448
115 337 65602
210 194 517864
467 334 421867
51 211 767669
164 2 413416
476 8 380904
354 335 596542
139 310 72131
165 45 134075
152 365 672277
63 436 146466
42 222 267677
368 45 416116
221 170 350385
453 382 544881
474 459 440222
234 264 598280
190 311 712726
111 335 331691
105 264 597732
381 275 257282
372 252 465846
158 11 203740
102 59 152580
442 314 476192
176 331 131851
482 57 168573
340 432 90526
300 428 482420
75 97 695906
254 76 145460
446 240 569138
179 266 442584
240 365 365447
241 185 234128
473 377 548337
422 275 132143
316 380 514961
118 135 474305
177 288 226208
262 279 556105
237 423 160195
183 136 366773
167 399 93714
180 126 336554
112 47 389181
407 422 121862
381 359 602341
99 403 472908
180 174 513243
427 486 326365
279 308 576690
16 454 98182
0 354 222672
327 272 323564
300 97 195313
178 497 375959
391 343 160963
67 120 238777
205 214 432884
362 53 741367
483 142 560007
468 289 139609
211 390 294511
233 250 351806
54 127 306202
136 214 379366
188 214 639270
133 66 402374
86 384 163693
122 322 251907
366 345 417547
264 426 278985
165 43 249652
227 177 585761
388 151 394591
394 361 567735
355 127 285762
79 86 332085
188 389 339965
95 482 286328
57 427 395669
251 50 557709
257 424 590344
140 126 139249
198 360 386443
435 43 127685
142 193 373915
10 193 359792
113 32 674973
87 187 500977
455 350 254882
393 186 681117
183 369 484573
142 11 366893
28 195 42362
433 488 235629
248 82 375580
38 405 588020
478 232 141686
235 68 515816
460 11 390239
327 85 489006
242 161 352895
156 315 604233
487 405 240921
385 237 391869
195 355 322564
297 461 331564
245 375 347639
404 49 105141
444 306 304341
291 272 223801
119 432 114818
340 104 600650
197 419 371176
239 432 470563
181 58 609229
496 122 173622
491 78 552332
304 408 539179
234 309 136243
173 76 219017
242 221 130231
205 227 567338
414 214 20739
211 163 467232
435 402 473263
351 14 629241
442 175 576401
303 145 403608
175 347 388512
263 242 287357
116 346 653445
425 383 246002
266 391 305100
16 232 411778
3 398 547809
300 454 723441
172 37 467033
359 141 311888
405 207 453198
393 470 483234
337 11 20147
328 5 347085
337 166 524916
367 256 630600
261 82 636534
286 258 237324
48 94 210175
354 124 582219
349 99 614183
278 315 50948
158 465 170303
402 133 584852
46 254 483532
238 218 113374
444 55 566991
162 118 150477
55 223 489880
417 153 329618
429 171 164017
9 497 229658
116 109 339823
123 380 251387
17 76 355775
160 198 266336
417 285 480192
85 43 427332
348 43 145389
184 383 225267
251 70 193269
445 26 456668
269 192 307121
78 138 190111
25 55 321192
356 12 142644
357 171 298250
125 92 197345
109 468 355803
441 52 496726
492 397 268573
58 78 347509
30 15 542107
170 426 530794
79 305 468522
233 119 269402
348 415 311321
153 70 220262
18 153 358363
103 483 133120
415 429 338163
223 122 378233
60 70 512093
316 86 449184
101 338 454172
253 41 632596
20 84 209779
440 484 257117
69 462 204565
372 364 525844
239 208 408452
245 389 180140
110 175 190770
220 126 348459
146 462 293144
349 33 250945
166 126 385206
117 333 567646
34 74 394285
393 280 325852
468 466 547148
414 37 254062
51 308 172508
262 349 351311
380 397 581940
432 287 550170
170 397 340011
50 97 264564
15 448 240509
463 70 216669
262 18 293551
240 463 304931
452 81 540763
19 311 410023
492 11 296586
453 416 202446
222 316 458488
411 74 335971
125 106 363376
60 487 447038
277 364 321703
54 98 480730
208 79 335788
464 372 509599
215 434 290117
226 343 433132
300 296 239493
19 393 591571
247 153 483649
474 71 369634
136 484 238053
283 312 612859
99 72 603635
367 434 362036
75 309 277913
237 211 718274
31 220 171409
448 393 325471
457 376 326561
81 183 145674
316 388 436001
279 124 430683
380 272 605214
477 471 282610
356 31 563461
120 225 48018
263 389 261212
217 78 196056
118 246 175515
232 186 533342
189 486 636621
377 269 355574
102 326 215101
58 343 232411
175 251 27295
179 456 343704
78 386 308249
32 423 556421
225 252 307362
129 347 553749
263 290 777397
287 479 214164
6 116 544997
164 389 416457
40 344 446065
365 359 534235
100 286 53064
54 91 408087
242 166 20051
473 295 375146
279 180 136806
58 205 421629
347 53 278620
2 176 449633
268 474 268682
470 374 156262
423 477 319613
408 475 207313
52 44 280340
21 418 563080
19 185 222725
318 75 456912
193 92 518803
387 233 251241
57 108 564096
174 57 596542
418 90 221312
339 276 638484
22 160 145604
394 64 172506
59 12 540691
337 350 627705
353 118 316587
478 475 454880
125 295 506688
175 79 537210
101 383 366458
331 66 356348
100 190 781054
111 71 275143
331 345 584908
118 318 678231
492 402 318442
47 385 110547
59 486 660129
474 79 322839
126 210 349626
82 145 319948
312 114 745691
241 219 677352
409 379 330996
174 362 502207
2 425 313094
298 331 793938
385 2 213468
417 440 375912
85 272 592236
158 248 177194
23 363 402365
85 88 139530
243 392 715643
350 493 698580
306 264 260498
486 93 473193
224 156 413163
355 211 703364
467 40 645647
3 73 122030
134 394 384136
388 255 231000
241 211 550951
217 219 139452
234 208 468068
168 388 239655
102 86 365798
261 442 553415
39 110 285999
50 69 430651
127 134 282604
267 356 491764
388 305 245596
12 428 542988
409 163 281512
192 482 208812
432 226 695795
318 135 591062
212 158 457340
47 3 299946
27 387 604044
84 51 585399
37 370 551114
351 261 55895
79 162 318307
38 458 113932
257 297 511409
52 486 93533
94 338 303493
288 189 159990
18 309 143618
425 319 190635
267 199 333600
63 289 144990
190 151 762756
201 119 350354
105 119 340043
438 426 569180
301 16 356047
89 403 265341
218 128 282357
88 354 425030
111 283 185490
114 404 637564
498 467 143966
189 293 127729
404 180 799034
301 401 572662
367 49 703446
312 477 551177
197 242 303399
76 243 352349
59 92 128358
119 247 404324
222 477 165955
46 82 589914
98 272 680421
342 375 101636
387 267 275061
211 230 699447
58 122 239587
55 217 348286
487 431 481356
458 448 351041
308 193 199293
362 399 478508
15 113 462643
57 166 213463
191 236 282742
53 373 286716
374 480 534873
479 330 807861
223 82 68227
198 437 392818
103 136 256542
126 376 208601
72 134 177596
142 389 501881
330 212 239715
433 185 598552
393 14 405789
262 64 275356
255 311 216737
417 345 555540
75 42 448158
378 469 336145
17 200 665058
217 335 372172
309 6 175652
80 40 238510
117 125 437181
179 134 187932
198 143 297184
333 294 383938
194 361 627426
215 421 96089
9 424 330143
326 11 326806
368 288 125479
434 214 69753
224 442 427934
341 8 480372
376 475 362780
469 360 414989
76 241 354213
278 77 634342
285 149 298989
246 234 519743
177 253 413500
77 140 612318
382 435 173388
334 345 131307
39 161 191247
174 46 676107
42 412 333646
468 15 221818
458 379 130708
332 171 396782
331 54 503787
27 477 237086
316 307 392247
481 225 454903
61 344 633813
472 249 448635
154 70 21540
14 189 692963
171 374 427156
400 345 599041
289 142 658209
64 175 472855
161 47 132197
253 119 498651
37 381 458698
129 311 161529
228 158 219216
22 242 329272
246 31 416411
175 402 628389
131 199 465701
36 148 306714
213 404 356267
253 125 304512
53 153 524111
270 57 608914
459 439 429762
435 176 358513
430 222 294566
2 0 265142
122 105 448884
341 334 277953
395 10 395699
316 119 358883
194 391 353381
178 419 391550
222 191 406937
152 415 361665
240 143 495612
4 370 567612
221 288 289104
224 11 178051
8 157 278736
202 333 605863
288 211 545982
134 23 364373
104 78 273477
336 335 617037
271 428 321203
340 385 464168
354 265 538961
208 376 353696
139 295 362842
495 86 292584
392 223 589552
329 472 610766
141 108 165411
357 277 112820
41 452 659008
416 145 383646
293 417 482473
492 40 358162
196 132 189687
394 283 514189
309 96 173084
1 281 319748
210 342 416728
63 107 647021
478 167 638702
316 441 598435
435 136 309301
325 104 593769
192 135 243153
68 387 100269
0 357 93988
225 164 155802
437 71 316584
466 33 344087
462 421 550981
318 86 478810
494 101 438290
211 396 196824
422 487 296689
345 210 183972
62 173 440774
323 499 264707
378 341 525235
101 371 542963
363 231 484379
248 210 238591
59 99 718498
448 164 286181
196 153 111487
166 250 492382
24 218 263544
303 115 575199
25 437 622244
401 198 391217
222 200 352549
77 302 477253
263 152 475243
118 372 534515
365 477 350520
204 481 449719
50 178 424711
155 354 513134
149 252 196906
186 234 679225
40 107 186459
6 375 220278
294 480 615668
139 442 350389
399 435 257921
3 475 420574
85 443 327802
353 418 432845
80 62 184020
93 398 277543
250 45 326073
65 479 311016
360 206 351691
218 267 352653
321 180 286669
100 446 484118
92 63 205624
78 38 330032
160 437 632472
405 364 383712
192 347 238353
233 48 186615
110 27 333127
191 429 97163
99 430 359549
70 322 296382
92 40 618988
348 2 142400
37 263 141274
428 433 7061
454 147 498220
242 211 206910
263 351 413007
437 83 732686
116 79 449250
104 48 80052
224 76 177816
214 458 536982
256 476 385621
45 211 291520
376 257 113392
110 447 369503
381 317 561304
232 340 550576
55 464 150888
307 407 163365
196 374 699149
118 471 506178
76 319 180748
437 300 653720
427 95 141166
431 121 663583
294 275 218764
273 488 384813
329 105 603824
417 305 500474
272 257 763222
109 119 144114
396 329 569759
343 190 545362
250 295 586038
332 289 206675
348 331 416300
165 244 445606
384 416 172333
210 441 419148
341 148 392757
495 46 457070
91 211 591608
423 442 505887
387 61 660824
331 288 309480
400 422 698121
265 78 241213
344 261 538420
182 340 828700
61 225 178549
458 207 320823
245 68 405038
455 271 219450
61 195 311139
50 414 486093
110 349 211622
270 348 391798
155 221 220567
24 142 531483
459 124 17505
117 180 189011
24 167 495261
334 476 450884
130 265 91928
334 493 611496
447 316 850382
465 244 416991
338 349 249372
430 497 438178
139 50 454452
85 133 160605
407 74 724262
173 75 568323
378 223 401800
410 441 405248
452 24 76669
76 341 267192
356 335 402846
219 27 193878
143 36 681830
200 122 515066
392 238 222980
74 301 358807
393 167 622614
239 187 526796
492 124 258559
168 440 278786
317 330 476351
111 411 667031
319 121 498286
210 470 508484
174 301 97396
11 278 123089
112 313 180033
397 368 490468
135 485 286325
209 341 317909
202 408 659912
378 54 348796
457 167 293795
399 178 363760
447 341 207464
119 231 431080
293 327 165060
70 289 184847
307 164 461165
350 226 638032
211 377 684213
38 469 438824
276 90 606745
75 410 155131
413 152 419619
347 463 554571
491 349 606473
316 343 380828
283 85 489626
12 8 535001
302 23 123247
332 264 552569
172 74 106951
65 308 340010
420 276 728309
46 378 646008
255 172 453070
263 218 385758
222 102 320161
359 207 432180
309 48 213580
352 461 440162
257 127 508734
356 3 423702
337 423 40704
171 96 236855
173 61 375981
123 303 522097
362 20 665585
401 137 306018
175 13 693451
163 265 549496
366 364 133272
217 270 426877
5 76 363346
382 294 33571
349 68 96206
332 160 554156
440 226 270021
342 462 538240
51 326 532333
238 112 300313
414 239 238285
81 5 293748
230 377 152606
167 271 526376
139 224 554411
127 307 546152
208 398 402352
385 60 448137
330 173 606086
371 338 221864
132 337 791250
137 299 597707
318 207 659338
426 267 441727
326 41 438387
184 147 272262
164 54 417727
67 64 361257
421 473 350025
484 206 251950
61 133 324540
40 471 414584
467 46 27672
184 450 39882
467 350 506561
469 294 340603
463 158 519961
377 400 65069
490 100 151200
301 380 393654
392 450 594502
140 35 119972
290 191 390293
200 341 136727
210 301 226353
231 248 309253
190 163 678426
98 291 580965
216 117 260233
485 330 455027
265 419 206570
194 171 476984
201 289 255618
131 474 563264
306 486 486954
197 279 311845
71 332 291425
286 214 601288
204 300 743781
236 108 244652
144 83 647949
9 84 87903
245 150 434374
309 133 557537
272 52 524715
116 19 593940
293 390 274313
188 346 608169
401 51 817486
189 53 70077
490 465 373923
80 134 251392
108 261 172243
430 79 211452
391 13 568210
39 196 622122
397 158 326446
21 450 632950
121 171 176278
181 295 475660
436 231 542170
11 263 514772
373 145 163510
229 432 179808
1 344 640413
12 5 511913
446 477 237695
69 470 471751
77 166 298488
230 482 497879
330 204 101199
109 280 117905
183 399 222476
241 473 511406
343 309 168324
346 221 338270
299 269 581074
37 300 464844
378 488 320055
335 494 53071
394 203 247949
415 2 180432
259 54 329356
48 342 116571
336 465 487765
234 9 433573
415 272 151533
304 252 387052
301 156 542402
43 498 365746
67 249 218053
257 54 566078
138 251 346084
366 257 212692
445 320 449374
265 145 377202
122 117 346065
11 213 493198
370 16 505465
433 418 298404
358 259 669988
392 248 426300
160 225 140627
92 284 578596
438 482 339562
58 194 630088
445 13 429205
51 83 553482
160 339 604935
237 468 886440
105 121 469138
422 361 79037
10 69 104921
133 378 165193
357 327 152394
102 32 51597
197 465 213691
127 455 313959
163 275 221484
236 238 166586
266 404 313156
235 91 452608
419 43 177119
495 137 420267
99 282 87320
21 413 330877
418 330 182201
194 7 566571
129 132 69612
201 345 150463
71 10 285403
470 163 544503
211 384 618085
114 374 280380
277 122 352915
380 464 227269
450 408 337844
250 460 306134
481 295 660969
22 469 211521
219 191 111799
495 323 196733
451 219 168615
297 226 181105
304 266 285819
241 268 476836
80 498 401769
297 137 207227
343 85 280854
169 493 62203
209 319 73240
409 126 258563
334 412 443591
255 133 529133
453 43 561235
6 327 311163
294 313 523192
158 181 218470
229 17 387110
182 225 378503
439 236 281329
177 425 551288
389 70 81855
407 481 534449
15 249 485392
138 274 292945
33 335 300147
30 73 594153
461 480 120176
202 87 621628
417 219 446326
399 298 666810
497 146 252159
478 186 624391
144 171 579331
282 366 135000
381 71 304386
287 305 103740
160 349 578788
437 268 527075
45 75 544410
352 473 573114
190 108 228738
208 238 56112
476 108 242129
266 330 282452
471 437 167150
373 13 483324
107 419 665600
64 14 270632
176 79 87263
370 322 381391
163 441 472491
95 422 525561
415 264 422767
184 24 279742
19 333 562108
305 309 434237
114 170 407619
383 133 501844
7 442 472721
484 383 290163
151 442 229533
344 271 121123
368 316 524686
366 281 548763
357 397 351141
35 179 563728
406 377 419671
211 35 591412
91 387 539591
312 205 672973
226 184 343438
371 268 541864
23 19 70726
251 129 274154
417 143 580474
484 414 504958
399 136 207187
475 360 233106
357 298 453968
278 478 583541
396 133 657510
478 210 367182
93 450 537161
402 381 822369
383 469 51713
436 394 484260
212 272 283055
119 252 49288
291 71 381843
370 306 350737
162 135 416624
478 195 440766
109 326 318848
404 239 518938
226 69 507719
281 372 309187
290 324 304600
266 401 555615
499 98 361295
458 189 689928
27 118 448623
104 432 625287
277 498 355961
68 307 548269
301 40 149817
91 440 188987
475 465 259235
207 2 308470
246 429 290543
153 179 431222
2 292 437520
211 140 704705
358 271 184256
8 442 198522
120 16 388180
200 232 62983
429 264 408565
36 54 390214
312 213 763509
156 208 455828
385 111 405698
123 185 230383
305 300 79767
393 91 561820
323 324 58304
496 497 453813
429 247 402771
62 330 257251
298 454 453410
143 16 592556
445 234 299161
450 133 708248
17 247 618247
149 35 189577
439 485 270336
487 83 472463
298 247 114896
151 75 312071
384 176 365263
163 260 220162
72 212 408454
453 440 276760
275 350 124273
177 493 430229
153 302 325134
216 453 307472
298 404 630599
45 305 349858
411 117 223647
311 295 303896
364 156 596244
365 446 476703
29 375 128626
434 297 233176
491 223 767882
234 124 69285
80 139 408853
146 414 384327
250 424 452745
126 20 492785
161 460 204712
6 176 677169
481 377 594813
69 230 573448
399 122 90759
317 311 387809
169 286 759164
84 34 349577
47 36 385528
479 251 716602
463 473 208962
471 413 261118
154 284 285116
214 353 576706
201 408 494104
195 304 281798
299 227 686698
142 70 501777
132 425 604996
486 200 608924
175 440 393673
116 231 648952
115 239 585540
228 24 343766
450 188 552951
280 259 382140
277 254 392560
137 255 359128
173 411 417396
176 402 538048
412 116 676548
475 72 277981
320 375 318999
174 166 401908
217 359 345471
285 239 261939
69 27 350715
95 307 500316
352 133 633634
495 157 92536
227 59 65444
402 166 533172
18 178 393812
41 292 693539
384 247 538422
47 451 233167
304 424 522749
466 111 388000
45 284 670881
16 310 183077
178 330 53877
401 94 133883
283 25 661346
353 483 500219
234 148 359706
413 362 350395
220 127 459664
462 416 722359
412 12 92944
91 406 330669
78 246 397609
304 372 651287
124 462 270733
422 13 624660
489 28 349541
453 95 211433
271 340 112524
85 334 364674
368 317 520514
414 487 303755
152 31 628488
226 348 546493
164 386 479492
297 388 159818
31 354 619107
424 453 526021
222 34 246337
314 448 258905
215 250 184703
390 78 195855
192 153 254242
30 202 430598
164 335 610201
285 103 327610
250 101 716322
272 106 499314
141 411 132841
72 146 325094
207 362 383795
354 18 375251
452 398 648773
278 244 667260
484 378 47506
107 439 504570
357 100 493613
133 286 464467
252 298 562643
376 177 110458
72 473 338469
75 54 289712
280 33 239190
312 181 641189
387 109 532838
424 173 305917
81 150 416523
256 290 343625
478 71 385072
431 362 861774
387 434 319207
118 117 99296
396 370 543206
28 325 408027
239 481 43201
163 132 307138
176 184 680435
33 36 383392
271 379 185148
311 142 439541
318 307 605759
416 255 505593
164 387 644394
60 225 257697
164 189 306394
401 259 378298
309 106 351966
370 421 350077
141 316 288000
338 491 371010
149 41 412236
491 187 400608
487 115 473326
135 394 319112
454 225 499562
172 78 440769
102 5 568025
446 45 641212
344 52 397488
348 438 526972
487 268 283251
350 346 523583
50 60 148759
387 121 587477
182 414 403487
178 118 588374
58 407 214071
259 451 454721
236 222 221766
357 12 164336
17 212 535872
46 145 434336
339 110 205119
62 332 382541
54 325 330809
366 51 202312
305 96 526700
6 421 351932
211 380 695140
306 310 481328
93 255 484047
428 213 594900
61 64 297992
75 152 709204
66 279 325960
274 469 337167
339 63 96153
403 407 545205
165 366 503951
249 38 691125
41 433 404752
20 215 395091
373 43 264677
180 256 686918
418 261 536831
170 218 281761
63 443 231130
315 121 420221
62 255 280576
59 147 323148
52 406 478839
220 368 554512
424 91 441442
73 35 527220
391 425 240556
453 208 201946
155 252 11933
59 282 665309
214 331 604238
115 409 423961
332 482 129052
340 338 443522
493 397 548823
110 262 184365
40 413 162412
390 328 378872
37 71 313304
358 418 200856
323 210 216243
117 261 169749
220 311 105183
194 387 356323
211 273 246137
239 134 148501
339 428 83408
409 75 379510
205 201 539489
198 9 159036
95 374 185947
270 266 285384
412 335 443636
85 228 279271
380 432 694597
474 303 441547
348 380 559505
115 285 611719
286 91 644928
376 459 571364
111 31 191671
16 22 384369
178 130 545020
116 247 523705
274 497 397899
321 219 566879
483 135 412660
181 273 569796
209 69 368026
379 478 462060
66 413 146215
53 457 256447
38 256 349990
124 221 194600
365 324 276541
443 75 291098
268 108 299671
125 214 233688
432 357 519172
